Stock,Accumulation/Distribution Value,Stocks_Ranked
KMB,358.44,1.0
PHM,149.9,2.0
GRMN,115.72,3.0
SBUX,99.11,4.0
USB,92.56,5.0
DVN,91.81,6.0
F,78.6,7.0
KMX,75.39,8.0
UPS,72.02,9.0
TSN,64.35,10.0
KMI,63.18,11.0
LOW,62.34,12.0
EBAY,57.93,13.0
JCI,55.63,14.0
LYB,50.75,15.0
LDOS,49.96,16.0
IPG,48.74,17.0
ES,47.4,18.0
PNR,46.83,19.0
CHTR,46.71,20.0
IBM,43.46,21.0
AFL,43.37,22.0
CTXS,41.4,23.0
LLY,41.18,24.0
NXPI,40.95,25.0
HPE,40.65,26.0
BK,39.55,27.0
PM,39.3,28.0
LUV,38.88,29.0
GIS,38.49,30.0
GD,36.84,31.0
OGN,36.46,32.0
CNC,35.3,33.0
DXC,34.72,34.0
GM,33.92,35.0
ARE,33.63,36.0
NI,32.94,37.0
BSX,30.85,38.0
DD,29.83,39.0
IP,29.66,40.0
GLW,29.31,41.0
CPB,28.68,42.0
MNST,28.28,43.0
FTNT,28.01,44.0
DE,27.68,45.0
FOXA,27.31,46.0
HCA,26.79,47.0
CVX,26.46,48.0
VTRS,25.89,49.0
SEDG,25.86,50.0
NRG,25.7,51.0
HLT,25.29,52.0
CDNS,24.33,53.0
NCLH,24.32,54.0
DISCA,24.05,55.0
PPG,23.93,56.0
A,23.91,57.0
MAS,23.87,58.0
CAG,23.86,59.0
MMM,22.93,60.0
INCY,22.5,61.0
EIX,20.93,62.0
HBAN,20.37,63.0
NSC,20.23,64.0
BDX,20.15,65.0
CMS,20.09,66.0
PYPL,20.01,67.0
HWM,19.97,68.0
D,19.16,69.0
NLSN,18.96,70.0
CVS,18.78,71.0
EXPE,18.73,72.0
ECL,18.52,73.0
AIG,18.46,74.0
BAX,18.22,75.0
CI,17.63,76.0
EXC,17.47,77.0
TROW,17.42,78.0
MMC,17.02,79.0
TWTR,16.56,80.0
DG,16.51,81.0
CSCO,16.49,82.0
KEY,16.32,83.0
OKE,16.26,84.0
HPQ,16.1,85.5
CERN,16.1,85.5
DHR,16.05,87.0
AVGO,16.0,88.0
V,15.52,89.0
O,15.51,90.0
IVZ,15.23,91.0
ABBV,15.04,92.0
PCAR,14.85,93.0
LKQ,14.55,94.0
TMO,14.47,95.0
QCOM,14.28,96.0
BAC,13.73,97.0
GPN,13.61,98.0
PEG,13.58,99.0
CAH,13.43,100.0
EA,13.35,101.5
WMB,13.35,101.5
CMA,12.73,103.0
EQR,12.71,104.0
PSX,12.44,105.0
KIM,12.06,106.0
AON,12.0,107.0
BEN,11.97,108.0
CINF,11.91,109.0
EOG,11.77,110.0
LNC,11.74,112.0
CBRE,11.74,112.0
MCHP,11.74,112.0
CFG,11.72,114.0
PRU,11.68,115.0
LUMN,11.66,116.0
DLR,11.26,117.0
DISH,11.16,118.0
WDC,11.04,119.0
NEM,11.0,120.0
HES,10.72,121.0
MCD,10.57,122.0
ORCL,10.42,123.0
FITB,10.33,124.0
XRAY,10.01,125.0
FANG,9.92,126.0
WAB,9.89,127.5
BWA,9.89,127.5
PEAK,9.7,129.0
MA,9.5,130.0
K,9.48,131.0
TEL,9.47,132.0
CB,9.45,133.0
FTV,9.35,134.5
INTU,9.35,134.5
ISRG,9.2,136.0
CCL,8.89,137.0
AMD,8.82,138.0
ADM,8.76,139.0
DISCK,8.67,140.0
ABT,8.56,141.0
AMGN,8.47,142.0
PPL,8.37,143.0
PAYX,8.34,144.0
JPM,8.15,145.0
XOM,8.05,146.0
WMT,8.01,147.0
FIS,7.84,148.0
WY,7.75,149.0
MSFT,7.66,150.0
SLB,7.57,151.0
KLAC,7.46,152.0
CZR,7.41,153.0
CF,7.4,154.0
ADSK,7.28,155.0
MTB,7.27,156.0
AMT,7.14,157.0
NTAP,7.12,158.0
WRK,6.99,159.0
OXY,6.87,160.0
GILD,6.85,161.0
HD,6.84,162.0
BA,6.73,163.0
KO,6.58,164.0
